# cfgfile = ./single-default/TOS2/TOS2.1803.meiyo_m4-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
451,S01,L02,M01,2.615685,-0.00012835336559893418,24.399930884887482,2.5495800391454763e-05,False,22764.48415,799.96776,797.83223,17.40023,23.56,0.79,0.64,22768.16139,810.60517,808.78856,16.76913,23.63,-0.13,0.89,0.050725899006529226,0.08003752317344869,-0.088406366785655,0.004384206515030352,-0.009053385191566954,0.03795189378230866,-4.907065093806562e-05
452,S01,L02,M01,2.62848,6.908722374912458e-06,25.001323091875378,2.5367275271381155e-05,False,22773.3942,824.29909,824.78974,17.12938,24.67,-0.32,-1.19,22777.084235,835.42548,835.32739,17.03597,25.81,0.39,1.31,0.05083416579846181,0.08009847039127682,-0.08833863345390713,0.004433560222068415,-0.009056989833343777,0.037760577109346834,2.6284097177503574e-06
453,S01,L02,M02,2.623799,-0.00011268484051871533,24.472646388061463,3.322473017294509e-05,False,22774.484335,827.56308,827.88167,17.0091,25.01,0.1,-0.3,22778.16969,838.35523,838.54966,17.24222,25.96,0.35,0.99,0.05084717660762605,0.08010584475496559,-0.08833041718077932,0.004439645908314765,-0.009057493088252933,0.049456828619198714,-4.2947207662902276e-05
454,S01,L02,M02,2.637844,8.394679505581066e-06,25.13287228480175,3.3173326336286785e-05,False,22783.39423,852.82701,854.19297,16.84236,28.09,0.17,-0.7,22787.09363,863.28213,865.21934,17.29493,28.69,-0.26,-0.45,0.05095219718196816,0.08016579221144021,-0.08826345527278398,0.004490059243219192,-0.009062138109679471,0.049380311195979756,3.182401804496804e-06
455,S01,L02,M03,3.520343,6.28525146382009e-05,47.481816509699826,3.615246686214154e-05,False,22784.48426,856.01619,857.24402,17.16888,28.29,0.86,-0.28,22789.06616,869.29852,870.7234,16.74062,29.4,-0.66,0.53,0.05096990520729419,0.0801759866824719,-0.08825203392354107,0.0044988214347759445,-0.00906303924511553,0.05381492486034252,1.7854088263047352e-05
456,S01,L02,M03,3.554973,5.960869453675842e-05,47.98617588742732,3.615878079408482e-05,False,22793.394315,881.4527,883.53219,17.53817,30.56,0.43,-1.39,22798.010845,895.96864,896.41978,16.56079,32.14,-0.17,1.25,0.05107161584759075,0.08023495530532085,-0.08818581090307964,0.004550389021912192,-0.009068771687015571,0.053824323493481346,1.6767692620101027e-05
457,S01,L02,M04,3.587944,6.53950932648384e-05,48.51559749485651,2.795343628786247e-05,False,22794.48434,884.43249,886.88046,17.44139,30.8,0.13,-1.78,22799.13384,899.23549,899.5524,16.97442,32.37,0.34,0.88,0.05108401584130493,0.08024220147193359,-0.08817765199957663,0.004556845681533624,-0.009069546664925297,0.04161021927372236,1.8226341677807234e-05
458,S01,L02,M04,3.623569,-5.364028975010041e-05,49.01212187043731,2.798695765509879e-05,False,22803.394365,911.3332,912.43163,17.01228,33.3,-1.11,-1.22,22808.07949,925.85485,925.18233,17.33431,34.41,0.87,0.21,0.05118240857858451,0.08030016674920423,-0.08811221601979868,0.004609456669089576,-0.009076311648908143,0.04166011766283969,-1.480316498736478e-05
459,S01,L02,M01,2.68175,-7.600106975342357e-05,27.342553522901113,2.5365016566537772e-05,False,22804.484395,914.85131,915.39396,16.73259,33.92,-0.97,-0.55,22808.2277,926.30544,925.62676,17.32514,34.42,0.73,0.15,0.05118915880997002,0.0803041644575006,-0.0881076955843581,0.004613127751597919,-0.009076803302164255,0.03775721490361156,-2.8340102453033866e-05
460,S01,L02,M01,2.70006,-4.786073137620581e-05,28.070726677462062,2.550213406370655e-05,False,22813.394455,942.05089,940.19251,17.07899,35.94,0.49,-0.6,22817.15607,953.88037,950.61673,17.33282,36.8,0.18,-0.21,0.051284274204213706,0.08036111816621813,-0.08804307913940264,0.004666667078879923,-0.009084536662023204,0.037961321799976716,-1.772580289927106e-05
461,S01,L02,M02,2.691824,-3.7804687072271845e-05,27.46903703328681,3.3541932153425116e-05,False,22814.48449,945.46198,943.32511,17.12421,36.15,0.44,-0.72,22818.23787,957.31814,953.48795,17.25572,36.99,0.17,0.25,0.051295650588596,0.08036799141693154,-0.08803526050833319,0.0046732474980294165,-0.00908554008619766,0.04992900112156702,-1.4044264064913548e-05
462,S01,L02,M02,2.708469,-1.047957180984541e-05,28.1421869070345,3.37710748265485e-05,False,22823.394455,973.36015,967.82322,17.05965,38.38,0.88,-0.83,22827.16448,985.54435,978.19209,17.13753,39.08,-0.5,-0.51,0.051387391465177186,0.08042393754571923,-0.08797144975724214,0.004727798016870656,-0.009094289009792124,0.05027009252712602,-3.86918654407542e-06
463,S01,L02,M03,3.677293,3.5466323382737854e-05,49.671526214447596,3.666561737470727e-05,False,22824.484495,977.00678,970.77204,17.17716,38.65,0.72,-0.5,22829.223345,992.0666,983.66757,16.98448,39.39,-0.0,-0.64,0.051403235160464494,0.08043371014711787,-0.08796026811209529,0.00473753353342464,-0.009095938898438233,0.054578777473252016,9.64468248321193e-06
464,S01,L02,M03,3.712563,0.000111687475069935,50.13744154722073,3.694484974878557e-05,False,22833.39455,1005.72137,994.96855,17.02978,39.77,0.16,0.0,22838.16867,1021.2555,1007.80027,16.51699,39.47,-1.09,-0.24,0.051491507141042114,0.08048866324196158,-0.08789723603207705,0.004793198863888996,-0.009105758403352184,0.054994430139137865,3.0083657858448465e-05
465,S01,L02,M04,3.754079,0.00013070691503957289,50.712797397635995,2.8610431880183833e-05,False,22834.48458,1009.08581,997.77892,17.25762,39.76,0.8,-0.22,22839.300215,1024.80584,1010.57647,16.77987,39.35,-0.09,-0.17,0.05150227498551475,0.08049543748148447,-0.08788944452817077,0.004800187707322247,-0.009107043512513041,0.04258819315775003,3.481730540022543e-05
466,S01,L02,M04,3.792274,-0.00011259937385228027,51.1819423298341,2.8867387263999162e-05,False,22843.39459,1037.96465,1021.96739,17.31564,39.06,-0.62,-0.77,22848.24842,1054.08907,1034.35025,16.84179,37.89,0.74,0.76,0.051587122601957615,0.08054939365635476,-0.08782721749448244,0.004856862620969831,-0.009117873403295052,0.042970685304834,-2.96917822531495e-05
467,S01,L02,M01,2.77105,-3.449843296926862e-05,30.71597046229664,2.6374207963921666e-05,False,22844.484615,1041.54343,1024.87911,17.0932,38.83,-0.63,-0.3,22848.31722,1054.30248,1034.54085,16.85675,37.86,0.71,0.7,0.051592565149504624,0.08055287646253428,-0.08782319454858889,0.00486055853061215,-0.009118594597072163,0.039259451512444206,-1.2449588772944775e-05
468,S01,L02,M01,2.793145,-8.19194568656856e-06,31.46873284422435,2.6638732530627724e-05,False,22853.394675,1070.09831,1048.52789,17.24261,37.22,0.41,-0.34,22857.249375,1083.14026,1058.84567,16.67108,36.5,-0.46,1.07,0.05167405981714453,0.08060583372012896,-0.08776179942392824,0.004918119689418294,-0.009130363215241615,0.039653210802378255,-2.9328751950108423e-06
469,S01,L02,M02,2.772394,-8.948780048567497e-07,30.517262832686498,3.48676379998846e-05,False,22854.48481,1073.66218,1051.42848,17.29063,36.94,0.89,0.38,22858.31876,1086.52258,1061.61467,16.78481,36.38,-0.27,0.68,0.05168371447786064,0.08061218308385623,-0.08775441798078212,0.004925145592388916,-0.009131847539544095,0.05190238680465697,-3.227816842976683e-07
470,S01,L02,M02,2.792389,-3.2244229528196733e-05,31.212925746735124,3.51162329728715e-05,False,22863.39477,1102.09627,1076.0321,16.80233,35.85,-0.42,-1.14,22867.248715,1114.68668,1086.21448,17.0602,34.64,-0.49,1.03,0.05176172264130889,0.08066413357307396,-0.08769385340920631,0.004983675414474902,-0.00914460678003049,0.052272434022816734,-1.1547183980525899e-05
471,S01,L02,M03,3.839178,6.198884956931114e-05,51.68620575100243,3.789762607844605e-05,False,22864.4848,1105.64354,1078.54325,17.13788,35.67,0.89,-0.13,22869.385535,1121.33566,1092.11815,16.60632,34.95,-1.02,0.19,0.051775454700482754,0.08067342224926438,-0.08768298798682281,0.0049943668401293845,-0.0091470213779311,0.0564126898331419,1.6146385911075534e-05
472,S01,L02,M03,3.876803,5.131267124587201e-06,52.112854431634744,3.8124807749087557e-05,False,22873.39479,1133.47765,1103.20712,17.71663,33.83,1.08,-0.76,22878.33315,1149.78327,1116.27207,16.65318,33.93,0.82,1.94,0.051849841910053665,0.0807243695915913,-0.08762323787362167,0.005053973529626237,-0.009160833540605038,0.0567508621792183,1.3235821176849072e-06
473,S01,L02,M04,3.927324,-0.00017829404250119488,52.73595833391012,2.955972756935406e-05,False,22874.484725,1136.69413,1106.59965,17.49091,33.56,-0.16,-1.37,22879.473605,1153.3544,1119.53559,16.99895,33.59,1.0,1.61,0.051858909206913426,0.08073066946386728,-0.08761582800204865,0.005061479112509749,-0.009162620923588797,0.04400127172795515,-4.5398353306524974e-05
474,S01,L02,M04,3.965964,-0.00010020234246644523,53.16017972828324,2.9677321724860817e-05,False,22883.394815,1164.47817,1131.15871,17.02633,32.35,-0.67,-1.39,22888.422335,1180.63688,1144.8538,17.1434,31.14,0.73,0.55,0.05192974833826158,0.08078061557371248,-0.08755691332750354,0.005122050440457108,-0.009177419250520548,0.044176317062115694,-2.526557035475996e-05
475,S01,L02,M01,2.87448,-6.259236220507823e-05,34.02157039329896,2.7315968012262005e-05,False,22884.484845,1168.24956,1133.99356,16.73542,32.32,-0.84,-0.24,22888.42088,1180.63245,1144.84944,17.14339,31.14,0.73,0.55,0.051934012572665694,0.08078364486650044,-0.08755333490505046,0.005125756960822252,-0.009178336096007642,0.04066131286899192,-2.1775194889189775e-05
476,S01,L02,M01,2.898835,-4.6429254544808065e-08,34.72659140765421,2.7435213460805734e-05,False,22893.394985,1195.68122,1158.78713,17.16421,29.88,0.18,0.08,22897.355375,1207.65907,1170.25506,16.62931,28.9,-0.16,0.09,0.05200142357283133,0.08083260541517417,-0.08749526309702592,0.005187175657452707,-0.009194045097229504,0.040838816243181815,-1.601652199756387e-08
477,S01,L02,M02,2.869664,1.1570358720706837e-05,33.66602100817809,3.5838808315158424e-05,False,22894.48491,1198.81025,1162.04514,17.10557,29.39,-0.02,-0.25,22898.41613,1211.1243,1173.10484,16.69749,28.66,0.33,0.91,0.05200933368391572,0.08083844643924844,-0.08748831473686294,0.005194634237160634,-0.009195996499557792,0.053348026952599006,4.031955908673224e-06
478,S01,L02,M02,2.893844,-3.843004331672878e-05,34.36882656159764,3.591820257224509e-05,False,22903.394995,1225.66192,1187.81985,16.98491,27.36,-1.15,-0.87,22907.350395,1237.12979,1198.9862,17.23021,25.86,1.01,0.14,0.052073155359817894,0.08088640772565861,-0.08743109036700406,0.005256987610862931,-0.009212673414193975,0.05346620964800826,-1.3279929158838133e-05
479,S01,L02,M03,4.008208,8.616802058783217e-05,53.56164719944749,3.854678314835844e-05,False,22904.485025,1229.0153,1190.79515,16.85218,27.14,-0.64,-0.45,22909.55479,1243.70867,1205.50877,16.68707,25.63,-0.76,0.07,0.05208453518794206,0.08089515090741106,-0.08742062060228312,0.005268602895431807,-0.009215859883051274,0.057378995647710755,2.1497891473654107e-05
480,S01,L02,M03,4.046758,-2.5351809026883462e-05,53.959290054271705,3.8569443995335136e-05,False,22913.395045,1255.1431,1216.52793,17.08309,24.65,0.42,0.25,22918.50336,1269.52276,1231.67897,16.61636,22.05,-0.9,0.57,0.052144578103790126,0.08094209379927812,-0.08736425331877998,0.005331985465781313,-0.009233568484326792,0.057412727558232186,-6.264720802895418e-06
481,S01,L02,M04,4.100969,-7.480738933832283e-05,54.55362058373984,2.9772152727361867e-05,False,22914.485075,1257.91115,1219.79112,17.49253,23.97,1.13,-0.62,22919.6476,1272.91213,1235.00136,16.34886,21.81,-0.96,0.88,0.05215185860334139,0.08094790329201249,-0.08735725578495426,0.00533997360026708,-0.009235844920035475,0.04431747819763337,-1.8241393519025095e-05
482,S01,L02,M04,4.138764,-9.330829553246271e-05,54.92736610928681,2.966353551309718e-05,False,22923.39507,1283.5057,1245.83536,17.27928,19.57,1.19,1.0,22928.59539,1297.27764,1261.77015,16.11026,17.71,-0.68,0.43,0.05220823229716183,0.0809938407281681,-0.08730175466723944,0.0054042733144916595,-0.009254513925864107,0.04415579553164869,-2.2544966451931714e-05
483,S01,L02,M01,2.9852,-6.00485829717059e-06,37.04414885425862,2.7378786975813534e-05,False,22924.4851,1286.11577,1249.19772,17.68067,18.8,0.8,0.4,22928.531855,1297.07302,1261.60163,16.12121,17.73,-0.77,0.34,0.05221142823556305,0.08099646913205905,-0.0872985748543753,0.005407980483505903,-0.009255598678620313,0.040754822333123955,-2.0115430447442684e-06
484,S01,L02,M01,3.009595,-5.518712127859662e-07,37.64949271872297,2.7190048834143996e-05,False,22933.395175,1309.25168,1276.22947,17.77605,15.85,-0.55,-0.69,22937.466325,1320.64152,1288.01543,16.15627,17.08,0.94,2.55,0.052264293461707356,0.08104143113045706,-0.08724393085850393,0.0054730868773703294,-0.009275150584655093,0.04047387528320458,-1.8337059065620664e-07
485,S01,L02,M02,2.982654,-2.189559250882349e-05,36.79047499953322,3.575753022534567e-05,False,22934.485205,1311.75183,1279.74111,17.25517,16.26,-1.8,-1.13,22938.529415,1323.47382,1291.25265,16.53057,17.24,1.45,2.45,0.05227045067984609,0.08104679641158526,-0.08723738963094232,0.0054809965089724424,-0.009277566478199883,0.05322704006911068,-7.340976361597251e-06
486,S01,L03,M01,3.89404,-7.889500865762324e-05,52.235818230136445,0.00014390043693908507,False,23484.3985,2133.93264,11.34755,16.70611,255.47,0.2,-0.07,23489.354095,2118.2813,9.95073,16.47481,261.54,-0.39,-3.11,0.04922525158821406,0.08222804511754477,-0.08540038195237121,0.010599115394905195,-0.011881326987507301,0.21420367331438567,-2.0260451525311307e-05
487,S01,L03,M02,2.905489,-7.984171042229263e-05,34.73878487944924,0.00015696136667379252,False,23485.48863,2130.56103,10.83944,16.65955,256.73,0.32,-1.06,23489.455675,2117.95273,9.94462,16.4767,261.64,-0.4,-3.12,0.04921634653731791,0.08222792938496454,-0.08539993818828737,0.01060525173188832,-0.011885311649252784,0.23364558180045736,-2.7479612011022114e-05
488,S01,L03,M02,2.882959,-8.881819201260708e-05,34.072272281750486,0.00015515981945932148,False,23494.398645,2101.06789,11.31525,17.07105,263.91,-0.16,0.18,23498.34316,2087.28202,12.95533,16.7638,263.54,0.62,-0.93,0.04908205141571735,0.08222586833301326,-0.08539384173467592,0.010696910764904262,-0.011945108407220165,0.2309638802073458,-3.080799692697922e-05
489,S01,L03,M03,3.830788,3.008251581406484e-05,51.595980546602874,0.00015597881707634718,False,23495.488675,2097.17599,11.67705,17.12897,263.83,0.17,-0.03,23500.38102,2080.51745,13.99269,16.41092,263.49,0.53,-0.76,0.049058248274200474,0.08222545471817502,-0.08539285373818684,0.010713021520407403,-0.011955662321134881,0.23218300296843158,7.852827098253634e-06
490,S01,L03,M03,3.803103,-2.0645749869734523e-05,51.26475928285109,0.00015402128408451078,False,23504.398625,2067.12197,15.69102,16.65124,261.88,-1.04,0.7,23509.263285,2049.51035,17.42471,17.04808,259.6,0.3,2.28,0.04892199117141738,0.08222288170473216,-0.08538759977620011,0.01080466684364905,-0.012015888334319614,0.2292691080115806,-5.428659142214798e-06
491,S01,L03,M04,4.581374,-6.842516900063901e-06,58.699446404069775,0.0001379256711928604,False,23514.39871,2031.91476,17.48719,16.31167,259.17,-0.27,0.78,23520.04164,2012.23211,17.90219,16.89197,258.39,-1.14,0.64,0.048760776848498194,0.08221933986496913,-0.08538237711734803,0.010911691139477445,-0.012086695245913583,0.20530990761598095,-1.493551257780723e-06
492,S01,L03,M01,3.78869,-7.761449435210396e-05,50.99659379074552,0.00013716331276634374,False,23515.48884,2028.36287,17.59197,16.45498,258.7,-0.59,1.14,23520.339085,2011.16512,17.86631,16.87512,258.4,-0.95,0.57,0.04874995584270772,0.08221908911621156,-0.08538205301167379,0.010918837859965476,-0.012091436284555925,0.2041750953887521,-2.0485839261619176e-05
493,S01,L03,M01,3.758465,1.732623136795952e-05,50.625157783915995,0.00013531690770218915,False,23524.39877,1996.29262,17.32705,16.93822,258.16,0.84,0.36,23529.21879,1980.09216,17.00465,16.21819,256.98,-0.57,0.57,0.0486101302910152,0.08221559159526912,-0.08537840125110116,0.011010450401797923,-0.012152471465268941,0.2014266204321707,4.609922233667074e-06
494,S01,L03,M02,2.803954,-8.712078235951193e-06,31.626928973375243,0.00014874558630203897,False,23525.488905,1992.52016,17.46136,16.89667,257.87,0.98,0.99,23529.354415,1979.64099,16.98647,16.23109,256.95,-0.61,0.55,0.04860045953989971,0.0822153411924908,-0.08537816654656075,0.011016762267603558,-0.012156685381412227,0.221415943223899,-3.1070688877032904e-06
495,S01,L03,M02,2.782329,-5.8712225799345784e-05,30.875280329069795,0.00014703721069574913,False,23534.39884,1961.5362,16.01928,17.28908,256.73,-0.37,0.2,23538.242725,1947.29126,15.37972,16.75876,256.7,0.78,0.66,0.04845896535012863,0.08221142631221837,-0.0853752739986049,0.011108388981227924,-0.012218123212951203,0.21887293266707294,-2.1101827209990542e-05
496,S01,L03,M03,3.699058,3.19320726108162e-05,49.968081807206175,0.00014783878060937357,False,23535.48897,1957.46619,15.77886,17.36789,256.83,0.37,-0.0,23540.249585,1940.50507,14.99507,16.24249,256.22,0.6,0.76,0.048434178679846646,0.0822107018507292,-0.08537485220105526,0.011124328167416804,-0.012228852861311139,0.22006611333815967,8.632487679516299e-06
497,S01,L03,M03,3.669583,1.8370505393631603e-05,49.58023561102971,0.0001461766988909632,False,23544.39892,1926.62524,13.76547,16.58809,255.53,-1.35,0.26,23549.13006,1908.91272,12.64721,17.25882,256.61,0.17,0.64,0.048291072134339655,0.08220635147258262,-0.08537279473706155,0.011215865568922012,-0.012290660623826112,0.21759201376622508,5.006156120090921e-06
498,S01,L03,M04,4.455964,-1.1240813664823593e-05,57.71805195010975,0.00013160547905013414,False,23545.489155,1922.76057,13.52207,16.99501,255.79,-1.19,0.41,23551.006675,1901.99939,12.08598,16.76766,256.32,1.12,0.68,0.04826705547160631,0.08220558630117909,-0.08537252970759908,0.011231125246414286,-0.012301004440806718,0.19590195582777498,-2.522644631963722e-06
499,S01,L03,M04,4.420329,-2.174085561982581e-05,57.43325041701358,0.00012986205093510497,False,23554.399005,1890.54571,10.85978,16.21507,255.51,0.4,0.28,23559.88089,1871.45412,9.5951,17.18016,256.33,-1.27,0.13,0.04812242105512593,0.08220082257991805,-0.08537129959588058,0.011322565018018592,-0.012363171505633645,0.19330676769393415,-4.918379518770166e-06
500,S01,L03,M01,3.65892,-0.00010661753173848545,49.33892032221365,0.0001291928293360673,False,23555.48903,1887.00696,10.5257,16.24262,255.69,-0.21,-0.1,23560.209505,1870.21506,9.47887,17.23474,256.35,-1.08,0.11,0.048110842955922106,0.0822004318785062,-0.08537122329461966,0.011329857256177033,-0.012368140492992556,0.19231059473001272,-2.9139071567152453e-05
501,S01,L03,M01,3.62994,-1.1440055559284245e-05,48.94988567828534,0.0001274059148022714,False,23564.399125,1854.19224,8.22835,17.1086,256.68,1.27,0.8,23569.09062,1838.28777,6.8163,15.99052,256.33,-0.57,-0.49,0.04796476117612867,0.08219529881223686,-0.08537075697510678,0.011421259553052145,-0.012430674615199436,0.18965067468265406,-3.1515825493766414e-06
502,S01,L03,M02,2.708589,1.2909391807176897e-05,28.196568090914297,0.00014124468844905165,False,23565.48905,1850.30169,7.9872,16.82467,256.71,1.43,0.9,23569.259195,1837.74302,6.76182,16.00491,256.33,-0.63,-0.55,0.047954395721024515,0.08219492720874197,-0.08537074208506783,0.011427723165555972,-0.012435106074932771,0.2102504463884306,4.7660947479211124e-06
503,S01,L03,M02,2.689679,-3.7007104869652126e-05,27.39176114059137,0.00013953939191957036,False,23574.399155,1819.36324,6.09405,17.27071,256.91,-0.81,0.8,23578.15039,1805.13077,5.10874,17.13287,257.17,0.64,0.42,0.04780692287348388,0.08218944278459428,-0.08537103299923599,0.0115190899513243,-0.012498004447482664,0.2077120192058933,-1.3758929920504315e-05
504,S01,L03,M03,3.564678,4.873887953579309e-05,48.13249435811866,0.00014027717050960596,False,23575.489185,1815.27234,5.68954,17.32975,256.95,-0.09,0.3,23580.11542,1798.12713,4.61653,16.67449,257.49,0.91,0.32,0.04778148219088302,0.08218846634733858,-0.08537116217385676,0.011534760085318837,-0.012508832648176538,0.2088102430017337,1.3672729917202364e-05
505,S01,L03,M03,3.536023,6.0902572477395466e-05,47.72410587162227,0.00013857258875244805,False,23584.399125,1783.50317,4.00051,16.34243,256.76,-0.74,0.96,23588.996705,1766.98581,2.83659,17.23504,257.66,-0.23,-0.83,0.04763274490679715,0.0821826230135621,-0.08537227968003203,0.01162596377377765,-0.012572042333393672,0.20627287979690567,1.7223466158844403e-05
506,S01,L03,M04,4.295239,-1.4081619095624278e-05,56.36624548167724,0.00012357231962654793,False,23585.489365,1779.69151,3.86015,16.55555,256.64,-1.03,1.04,23590.84616,1760.08339,2.43718,17.28478,258.5,0.31,-0.97,0.047608049712687506,0.08218162534942937,-0.08537254062510369,0.011641022239937588,-0.012582517846195367,0.18394415852393045,-3.27842504121989e-06
507,S01,L03,M04,4.258789,-5.050698161559703e-05,56.047745247509624,0.00012169830213837916,False,23594.399265,1747.04255,2.0188,16.64476,258.17,0.18,0.3,23599.71961,1728.1674,1.80708,16.71021,257.85,0.1,0.53,0.04745812265243131,0.08217544414386707,-0.08537447767644954,0.011732058742344342,-0.012646031500188455,0.18115458096350182,-1.1859470289699026e-05
508,S01,L03,M01,3.53266,-5.251374716481615e-06,47.5636578206757,0.00012108502058852238,False,23595.489295,1743.09837,2.08385,16.63651,257.75,0.2,0.89,23600.08351,1726.91192,1.65737,16.74857,258.02,0.14,0.13,0.04744583076479949,0.08217492946604929,-0.08537465916812341,0.011739497873421368,-0.012651233419605598,0.18024167782331976,-1.4865214078008115e-06
509,S01,L03,M01,3.50514,3.14298421453769e-05,47.145477134849216,0.00011921554717356938,False,23604.399275,1711.44629,0.78858,16.97066,259.33,-0.75,-0.8,23608.96597,1694.29421,1.1692,16.88925,257.93,0.3,1.58,0.047294733737670486,0.08216844562339128,-0.08537735791781359,0.011830448922780321,-0.012715076802679717,0.17745886436448338,8.966786532171866e-06
510,S01,L03,M02,2.623739,-1.4672820253111765e-05,24.49097816044275,0.0001334351629499336,False,23605.48941,1707.36088,1.0188,16.9782,259.09,-0.64,0.27,23609.174705,1693.51879,1.13926,16.88133,257.89,0.32,1.56,0.04728367645894753,0.08216796485278027,-0.08537757439814325,0.01183708488839931,-0.012719744910847068,0.19862554041638286,-5.592332260606625e-06
511,S01,L03,M02,2.605854,-3.1901567270766126e-05,23.633628345680535,0.00013166523018427,False,23614.39348,1675.01593,-0.03763,16.76038,259.61,0.23,-1.73,23618.06089,1661.89969,0.37834,16.6479,260.19,-0.82,0.29,0.04713158452052986,0.0821612010791903,-0.08538102621504973,0.01192788012133365,-0.012783864504673309,0.1959908986599779,-1.2242269624762603e-05
512,S01,L03,M03,3.436868,-5.9476723103046413e-08,46.20903628660068,0.00013231364035224942,False,23615.4833,1671.16898,-0.09313,16.66879,260.08,-0.15,-1.77,23619.981725,1654.85831,0.76073,17.00797,259.92,-0.3,1.27,0.04710574782686554,0.08216002901345662,-0.08538168727433518,0.011943229607356446,-0.012794743694616955,0.19695609267015582,-1.7305501143205504e-08
513,S01,L03,M03,3.409273,-5.4048667362373735e-06,45.762192267344034,0.00013039016892598922,False,23624.393525,1638.2529,0.99145,17.11202,260.28,0.2,0.38,23628.864355,1622.03244,1.0364,16.71508,262.32,0.34,-1.78,0.046952611541828435,0.08215297726830906,-0.08538595901266327,0.012033864690487108,-0.012859169632401015,0.19409290021720582,-1.5853428975143302e-06
514,S01,L03,M04,4.133939,-2.6438996873575936e-06,54.88120732179961,0.0001149340527683068,False,23625.483445,1634.15919,0.98262,17.02308,260.71,-0.09,-0.24,23630.67894,1615.51237,1.68249,16.60589,262.59,0.14,-0.52,0.04692752633066631,0.08215180136497605,-0.08538673059175764,0.012048643161134024,-0.012869712630174428,0.1710856256975955,-6.395594340791178e-07
515,S01,L03,M04,4.098429,-4.2262064114185806e-05,54.52981401329933,0.00011283310022100652,False,23634.39419,1602.10594,3.10385,16.76269,261.97,-0.75,0.88,23639.554175,1582.49585,4.44025,17.24034,262.37,0.55,-0.19,0.04677351618090314,0.08214448613682618,-0.08539181409641179,0.012139054687308937,-0.012934396288626457,0.16795824288581546,-1.0311771684756721e-05
516,S01,L03,M01,3.406425,-9.999541285636565e-05,45.590374140230125,0.00011226383770431326,False,23635.48349,1598.00202,3.55247,16.87647,262.06,-0.82,0.8,23639.95147,1580.98728,4.53448,17.21541,262.36,0.63,-0.23,0.046760617119172655,0.08214386706809051,-0.08539226329901364,0.012146605592116392,-0.012939810947485097,0.16711086448482068,-2.9354943336890038e-05
517,S01,L03,M01,3.377815,-2.540564474082467e-05,45.1260572657844,0.00011015921630601322,False,23644.393655,1564.89556,5.69877,16.57512,262.49,-0.08,-0.13,23648.833025,1548.76622,7.68534,16.77037,262.37,-0.78,1.1,0.046605766831174886,0.08213631946459422,-0.08539810532524805,0.012236856472365292,-0.013004766781204644,0.16397802038760115,-7.5213250994576875e-06
518,S01,L03,M02,2.548274,-1.3220279347573057e-05,20.47841711978083,0.00012478020636177127,False,23645.48358,1561.0546,6.18577,16.60256,262.72,-0.25,0.09,23649.09341,1547.81053,7.70011,16.80209,262.34,-0.72,0.91,0.04659399383418056,0.08213574054853379,-0.08539856985985957,0.012243700578167017,-0.013009703422731448,0.1857421640139491,-5.187934793343674e-06
519,S01,L03,M02,2.533229,-3.581767851412105e-05,19.533225993411293,0.00012274315794037652,False,23654.39361,1527.93794,9.0279,17.01618,261.23,0.32,0.16,23657.988395,1514.95513,10.33898,16.71495,259.91,-0.3,1.59,0.04643835001450455,0.0821279827742269,-0.08540516737786422,0.012333817007885727,-0.013074940867412958,0.1827099059898353,-1.4139139617508345e-05
520,S01,L03,M03,3.319548,-5.246648709863628e-06,44.24229474158852,0.0001233350542624471,False,23655.483745,1523.98943,9.53854,16.9014,260.73,0.36,0.96,23659.86485,1508.31952,10.50371,16.80488,259.37,-0.56,1.13,0.04641235906633758,0.08212667188734343,-0.08540634130839002,0.012348810726639289,-0.013085832203438754,0.18359097604845134,-1.5805310571992415e-06
521,S01,L03,M03,3.293963,4.4705129745289544e-05,43.78335042881042,0.00012145749127519975,False,23664.39372,1491.7402,10.24527,16.9191,258.2,-0.08,0.21,23668.74924,1475.85944,10.52089,16.83309,257.28,0.13,1.8,0.046256214723628314,0.08211872840702636,-0.08541374701837685,0.012438639770030726,-0.013151261192198182,0.18079612081866658,1.3571837250536678e-05
522,S01,L03,M04,3.975079,-3.861051274404353e-05,53.26633851325137,0.00010562187845792333,False,23665.48375,1487.72068,10.25595,16.86002,257.97,0.16,0.42,23670.520385,1469.7498,10.01124,16.82187,256.98,-0.23,0.7,0.046231064661212885,0.08211743632754855,-0.08541500970728927,0.012453061809681781,-0.01316180060233633,0.15722394475862533,-9.71314349829111e-06
523,S01,L03,M04,3.940914,-4.347755597946876e-05,52.89599777691416,0.00010377859041188981,False,23674.393835,1455.92229,9.40825,16.8788,256.16,-0.48,0.71,23679.396305,1437.77559,7.99019,16.92507,255.99,0.14,0.2,0.04607454672237988,0.0821093391438187,-0.08542321752028537,0.012542601606662544,-0.01322740571279209,0.15448010965405218,-1.1032353403161999e-05
