# cfgfile = ./single-default/TOS2/TOS2.1803.meiyo_m4-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
4407,S04,L20,M02,2.669849,-0.00012705477304878295,26.593856608074674,-0.0001083954444327546,False,52584.39529,402.21948,-726.23517,16.18256,17.73,-0.44,1.25,52588.126695,411.06237,-718.13333,16.36606,14.27,0.69,1.25,-0.26442533883218666,0.038705003732822256,-0.08209502032024857,0.02856369167364646,0.004460636929795853,-0.16135254945660932,-4.7588748670349124e-05
4408,S04,L20,M03,2.437718,-0.0001038467148125728,12.93969131636527,-0.00012754686158841626,False,52585.485215,405.15742,-723.91924,15.98192,16.71,-0.24,2.24,52588.98449,412.73788,-716.21944,16.56171,13.4,0.81,0.63,-0.26441691035314036,0.03868927500089888,-0.08209796336706444,0.028570156236582735,0.004466707229304817,-0.18986048168516417,-4.259997046933764e-05
4409,S04,L20,M03,2.445603,-1.4710085645863409e-05,13.7137881439821,-0.00012815615898822323,False,52594.39527,424.36071,-704.26569,16.39149,9.61,0.4,1.26,52597.90243,431.39826,-696.10876,16.1442,7.92,-0.41,0.89,-0.26433961164427344,0.038545273408064025,-0.08212487939943475,0.028629336740782496,0.004522220856079007,-0.19076745420002045,-6.014911515018345e-06
4410,S04,L20,M04,3.109739,4.125047127112465e-05,40.22119666944195,-0.00014353245289093128,False,52595.485305,426.50385,-701.76274,16.4601,9.1,0.43,0.78,52599.6566,434.95616,-692.38626,16.2061,6.89,0.41,1.52,-0.2643272561519302,0.038522294269573,-0.08212916937113515,0.02863877944329497,0.004531068847387071,-0.2136559089259495,1.3264930359468963e-05
4411,S04,L20,M04,3.114974,5.54535639146124e-05,40.33797446051577,-0.00014421829845991625,False,52604.39532,443.80131,-681.63084,16.22907,5.34,-0.64,0.43,52608.57185,451.5221,-672.18635,16.29934,4.22,0.27,0.74,-0.26424971810253417,0.03837824799514203,-0.082156032333985,0.028697964019129128,0.004586478062774742,-0.21467682757865075,1.7802255785959176e-05
4412,S04,L20,M01,3.226705,-3.4439982474466253e-06,42.39941178999402,-0.0001241781905665205,False,52605.485345,446.02619,-679.26752,16.28669,5.07,-0.13,0.9,52609.773605,453.62589,-669.50786,16.21028,3.98,0.11,0.46,-0.26423973621930796,0.03835972370055339,-0.0821594827093134,0.0287055739083564,0.004593596050308383,-0.18484603056585833,-1.0673421485529744e-06
4413,S04,L20,M01,3.213305,-7.702456170941424e-05,42.13744412113857,-0.00012483178482392576,False,52614.39533,462.09816,-659.04387,15.91036,3.74,-0.8,0.63,52618.67019,468.96045,-649.37715,16.73116,2.94,0.14,-0.07,-0.264162104585256,0.03821576102517109,-0.08218626448153121,0.028764703421401014,0.004648858178503863,-0.1858189413767731,-2.3970510645399123e-05
4414,S04,L20,M02,2.617644,2.076591994293632e-05,24.204827560739318,-0.00011046767070645659,False,52615.48536,464.1075,-656.75675,16.24557,3.7,0.08,0.48,52619.16456,469.76353,-648.21891,16.49029,2.97,-0.1,-0.03,-0.26415519221217787,0.03820294894958662,-0.08218864543581339,0.028769964798914003,0.004653772175545544,-0.1644371716384964,7.933057338177507e-06
4415,S04,L20,M02,2.603969,1.950345527779902e-05,23.52206958233566,-0.00011113492846767953,False,52624.395405,479.24917,-636.56464,16.74812,2.75,0.31,0.0,52628.06093,485.30219,-627.92715,16.13576,3.37,-0.09,0.59,-0.264077456973044,0.03805891997895523,-0.08221537074451195,0.028829095198321324,0.004708951920722494,-0.16543042132238714,7.489895339690689e-06
4416,S04,L20,M03,2.474363,-7.74496808822969e-06,16.195243819271354,-0.00013062371375746528,False,52625.485435,480.44643,-633.87489,16.94029,2.88,-0.39,-1.41,52629.021355,487.51443,-625.80554,15.9355,3.25,0.53,2.27,-0.2640685020681307,0.03804233067967828,-0.08221844479403338,0.028835904088763145,0.0047153014456806745,-0.1944405444763191,-3.130085637487179e-06
4417,S04,L20,M03,2.483123,2.8651733223620515e-07,16.892397370956047,-0.0001313869868552681,False,52634.39562,495.84761,-613.49823,16.47542,3.4,-0.19,-0.77,52637.9403,502.1833,-605.09874,16.12805,4.07,-0.42,0.76,-0.2639906272227053,0.037898046117892825,-0.08224514123494214,0.028895105818589208,0.004770471589548049,-0.19557671824179987,1.1538587989246007e-07
4418,S04,L20,M04,3.131739,7.214748935561945e-06,40.693192226069726,-0.0001468015651102321,False,52635.485545,497.7169,-611.00337,16.54427,3.38,-0.07,-0.18,52639.67884,505.47329,-601.06808,16.19412,4.4,0.25,1.1,-0.26397827368652993,0.03787514979540525,-0.08224937045371772,0.02890449702194493,0.004779217046696992,-0.21852216132063546,2.3037516649893064e-06
4419,S04,L20,M04,3.136929,4.302565813292447e-05,40.80731418627758,-0.00014759131612204199,False,52644.395635,512.75866,-590.06905,16.07115,4.55,-0.56,-0.25,52648.59412,520.44382,-580.30985,16.42992,5.57,-0.05,0.2,-0.2639004442904256,0.037730818281584755,-0.08227599022175064,0.028963676071487407,0.004834296738082488,-0.21969774890974778,1.3715853349860474e-05
4420,S04,L20,M01,3.16712,4.909591709088422e-05,41.20823349118908,-0.00012725531974209955,False,52645.48556,514.71153,-587.61186,15.98224,4.76,-0.74,-0.18,52649.714235,522.31935,-577.56748,16.55685,5.78,0.07,0.19,-0.2638907990402577,0.037712918883114115,-0.08227928611980465,0.02897101241119585,0.004841121044638309,-0.18942650569638847,1.550175461961789e-05
4421,S04,L20,M01,3.154245,7.540830352106407e-05,40.940217205092495,-0.00012797229427335055,False,52654.39563,530.16673,-566.61687,16.08753,6.08,-0.2,0.39,52658.61143,537.63655,-556.82386,16.45391,6.54,0.16,0.27,-0.26381311876296887,0.03756865786481334,-0.08230580658770748,0.02903011669033399,0.004896070060245145,-0.190493761512518,2.390692654535842e-05
4422,S04,L20,M02,2.558114,3.120171753593326e-05,21.057829221742224,-0.00011360495043640989,False,52655.48566,531.97716,-564.0354,16.04572,6.43,-0.69,-0.25,52659.10533,538.52258,-555.63358,16.47615,6.54,0.3,0.38,-0.26380621167106294,0.03755582330987754,-0.0823081629031977,0.029035373322841628,0.004900954898873706,-0.16910718416010698,1.2197156786575292e-05
4423,S04,L20,M02,2.545674,1.817480455785911e-05,20.317962047798943,-0.00011433260930515721,False,52664.395695,547.76103,-542.96081,16.3684,7.2,0.38,0.4,52668.002925,553.97682,-534.39721,16.18824,7.57,-0.37,0.33,-0.26372858912069275,0.03741148714746517,-0.0823346141858397,0.02909446177002858,0.004955829511257965,-0.17019034419715015,7.139486264878814e-06
4424,S04,L20,M03,2.518383,-7.114941268483951e-05,19.36765039166866,-0.00013412887106037917,False,52665.485725,549.5375,-540.303,16.29185,7.17,-0.16,0.34,52669.065665,556.14479,-531.90611,16.11186,7.81,-0.18,0.58,-0.2637192083271114,0.03739403391196758,-0.08233780760246268,0.029101603824077164,0.004962458479235203,-0.1996581628922154,-2.8252022303533464e-05
4425,S04,L20,M03,2.529963,-7.419839893639292e-05,20.087257203652598,-0.00013492817978402548,False,52674.39573,565.10891,-518.93468,16.38094,8.43,-0.19,-0.69,52677.98725,572.21524,-510.78239,16.26967,8.55,0.33,1.61,-0.2636415265220968,0.03724943105273705,-0.08236422333709402,0.029160751472156115,0.005017325039153237,-0.20084797765830784,-2.9327859315093907e-05
4426,S04,L20,M04,3.158974,-4.301878840970091e-05,41.270469255812145,-0.0001503790910373001,False,52675.485865,567.2196,-516.44809,16.25167,8.56,0.04,0.04,52679.706395,575.14455,-506.34325,16.13021,8.86,-1.0,0.25,-0.26362929108597943,0.03722664330648108,-0.08236837877922343,0.02917006792753247,0.005025961513181512,-0.22384750439294185,-1.3617962164202968e-05
4427,S04,L20,M04,3.166759,-6.856220194541902e-05,41.424708774722234,-0.00015116615586954266,False,52684.39585,583.66898,-495.28826,16.26818,9.31,0.09,0.67,52688.624165,591.2886,-485.35826,16.38682,9.84,0.17,0.33,-0.2635516556031716,0.03708199877103323,-0.08239471620010726,0.029229178986295005,0.005080727462885278,-0.22501909345680474,-2.1650590381339097e-05
4428,S04,L20,M01,3.111975,2.6397846113463213e-05,40.03912234401068,-0.00013052108152585592,False,52685.485775,585.58343,-492.64541,16.22779,9.31,-0.58,0.58,52689.659305,593.39748,-482.83431,16.29662,9.95,0.07,0.87,-0.2635424024996428,0.03706475310381109,-0.08239785150927262,0.02923622354155761,0.0050872503300539796,-0.19428777078446097,8.482666510323256e-06
4429,S04,L20,M01,3.100565,1.5359577836202718e-05,39.78611054935149,-0.00013127629719928262,False,52694.39592,601.82109,-471.23449,16.32663,10.23,0.23,-0.37,52698.55804,609.70218,-460.96229,16.32748,10.79,-0.17,0.44,-0.26346486155662885,0.03692019347617239,-0.08242409175311517,0.029295246222002226,0.005141868558738169,-0.19541195063292854,4.953799657869684e-06
4430,S04,L20,M02,2.505049,8.59886928236589e-06,17.63987326499918,-0.00011689423162654825,False,52695.48595,603.90142,-468.54783,16.31478,10.42,0.12,-0.22,52699.052555,610.6231,-459.75451,16.32492,10.86,-0.1,0.42,-0.2634579624428375,0.03690732881773927,-0.08242642394656666,0.029300496753662524,0.005146724822742052,-0.1740034591713483,3.432615203281808e-06
4431,S04,L20,M02,2.493974,-8.012659961057626e-06,16.823543754297248,-0.00011767064424663564,False,52704.39606,620.74524,-446.37809,16.43057,11.15,-0.1,0.07,52707.95159,627.60102,-437.33254,16.21724,11.59,0.1,-0.0,-0.2633804170257741,0.036762702557678245,-0.08245259793950133,0.029359492616818687,0.005201252773868131,-0.17515919183462555,-3.212808137156853e-06
4432,S04,L20,M03,2.574758,-8.982571761752571e-05,22.652175909548447,-0.0001377841749209864,False,52705.48599,622.71655,-443.59214,16.35005,11.33,0.05,-0.3,52709.122305,629.85436,-434.36813,16.31339,11.57,0.13,0.17,-0.2633705726872144,0.03674433988621584,-0.08245591599696514,0.029366979429557676,0.005208168168282309,-0.20509928267390007,-3.488705253756885e-05
4433,S04,L20,M03,2.589233,-0.00012394597675233386,23.405565227177703,-0.00013864797818058836,False,52714.396135,640.30236,-420.97261,16.30787,11.04,-0.21,1.01,52718.046925,647.01969,-411.41754,16.41836,10.89,0.01,-0.68,-0.2632928961126139,0.036599440675649186,-0.08248205931866548,0.029426028689479848,0.0052626760687378565,-0.20638510108532024,-4.786976558399103e-05
4434,S04,L20,M04,3.197889,-4.0394411037871945e-05,42.05006072208883,-0.00015412869934866395,False,52715.486065,642.29553,-418.13259,16.35954,10.93,-0.36,0.42,52719.74551,650.5174,-406.9389,16.3108,10.71,0.01,-0.04,-0.2632807484329333,0.036576779765646356,-0.08248614100909564,0.029435258293670753,0.005271189710636871,-0.22942900150906445,-1.263158634895456e-05
4435,S04,L20,M04,3.207689,-8.011495813114418e-06,42.242642077661486,-0.00015502950261659206,False,52724.39607,659.37983,-394.99753,16.37138,9.25,0.3,0.92,52728.665315,667.88856,-383.65038,16.254,9.16,-0.1,-0.09,-0.2632030562602398,0.03643185632013318,-0.08251220779578536,0.02949425594867648,0.005325577156920608,-0.2307698964571839,-2.4975911982472176e-06
4436,S04,L20,M01,3.06165,2.781622831967897e-05,38.902969050489844,-0.00013408807335509466,False,52725.4861,661.62247,-392.0905,16.17003,9.07,-0.24,1.08,52729.609305,669.46455,-381.18573,16.60362,8.94,0.67,-0.59,-0.26319419057245086,0.03641532013105624,-0.08251517782789267,0.029500984407719727,0.005331775902633558,-0.19959743327581794,9.085371717759694e-06
4437,S04,L20,M01,3.050435,4.751145463091408e-05,38.645892576635305,-0.00013497060076743582,False,52734.39621,678.49392,-368.18306,15.81899,7.18,-0.99,1.33,52738.5082,686.25024,-357.38909,16.73578,5.69,0.81,0.26,-0.2631165372040475,0.03627050577039671,-0.08254114839394167,0.029559876640228112,0.005385994638547947,-0.2009111236130067,1.5575304712578397e-05
4438,S04,L20,M02,2.458489,4.5495045537670156e-05,13.83675349085533,-0.00012057931259079559,False,52735.486135,680.92092,-365.41377,15.68709,7.1,-0.42,1.83,52739.00618,686.97062,-355.9948,16.78677,5.35,0.54,-0.08,-0.2631096111000803,0.03625759149488411,-0.08254346157944853,0.029565126228162018,0.005390824941125211,-0.1794889038009351,1.8505287409327498e-05
4439,S04,L20,M02,2.449484,3.162497416302632e-05,12.960499491510944,-0.00012149558571383339,False,52744.39629,697.00939,-341.45568,16.13931,4.15,0.61,1.37,52747.90733,703.04007,-331.71496,16.27471,2.71,-0.4,0.72,-0.26303188170263725,0.03611270164962642,-0.08256937193576847,0.029623987707054277,0.005444944002053247,-0.18085282647475592,1.2910871907318572e-05
4440,S04,L20,M03,2.643713,-7.027134603071402e-05,25.99505789284285,-0.0001419328371909151,False,52745.48632,698.84943,-338.47044,16.33431,3.57,0.77,1.22,52749.19159,705.43483,-328.1959,16.21604,2.59,-0.69,0.75,-0.2630215147021943,0.03609338352427115,-0.08257282134896614,0.029631831214583418,0.005452150395941694,-0.2112747934399703,-2.658055016967198e-05
4441,S04,L20,M03,2.659853,-7.925145020326597e-05,26.704892953912065,-0.0001429712102806963,False,52754.396355,713.94983,-313.8427,16.4345,1.29,0.46,-0.15,52758.117765,720.47134,-303.63253,15.90977,359.75,-0.65,1.68,-0.26294359146952473,0.03594823387535625,-0.08259870245071016,0.029690732218720588,0.005506229825712845,-0.21282046859449463,-2.9795424861173148e-05
4442,S04,L20,M04,3.240784,-3.511799520243523e-05,42.88797318023458,-0.00015848610084868528,False,52755.48628,716.00907,-310.91247,16.34869,0.66,0.35,1.08,52759.78862,723.46615,-299.11041,15.84778,359.38,-0.2,1.05,-0.26293152183029167,0.03592576211147386,-0.08260270292190441,0.029699845394610475,0.00551459042474091,-0.23591523203945047,-1.0836265299518644e-05
